action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,137554,[],CHEMBL692689,Inhibition of HCV NS5B polymerase,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(S(=O)(=O)Nc2cc(-c3ccccc3)sc2C(=O)O)c(C)c1,,,CHEMBL1148275,Bioorg Med Chem Lett,2004,"{'bei': '15.48', 'le': '0.32', 'lle': '1.47', 'sei': '7.19'}",CHEMBL167790,,CHEMBL167790,6.00,1,http://www.openphacts.org/units/Nanomolar,326844,=,1,1,=,,IC50,nM,,1000.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,1.0
,,139054,[],CHEMBL692689,Inhibition of HCV NS5B polymerase,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)c1sc(-c2ccccc2)cc1NS(=O)(=O)c1ccc(Cl)cc1,,,CHEMBL1148275,Bioorg Med Chem Lett,2004,"{'bei': '13.68', 'le': '0.29', 'lle': '0.82', 'sei': '6.45'}",CHEMBL165438,,CHEMBL165438,5.39,0,http://www.openphacts.org/units/Nanomolar,326851,=,1,1,=,,IC50,nM,,4100.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,4.1
,,140054,[],CHEMBL692689,Inhibition of HCV NS5B polymerase,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(S(=O)(=O)Nc2cc(-c3ccccc3)sc2C(N)=O)c(C)cc1Cl,,,CHEMBL1148275,Bioorg Med Chem Lett,2004,"{'bei': '11.53', 'le': '0.25', 'lle': '0.26', 'sei': '5.44'}",CHEMBL424014,,CHEMBL424014,4.85,0,http://www.openphacts.org/units/Nanomolar,326835,=,1,1,=,,IC50,nM,,14000.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,14.0
,Not Determined,371239,[],CHEMBL769299,Compound was evaluated for the inhibitory activity against Human Cytomegalovirus (HCMV) polymerase; No data,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1nc2c(ncn2COC(CO)CO)c(=O)[nH]1,,,CHEMBL1133310,Bioorg Med Chem Lett,2000,,CHEMBL182,GANCICLOVIR,CHEMBL182,,0,http://www.openphacts.org/units/Nanomolar,112560,,1,0,,,IC50,nM,,,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,
,,474050,[],CHEMBL752813,Inhibition to hepatitis C virus (HCV) NS3/NS4A serine protease,B,,,BAO_0000190,BAO_0000357,single protein format,CCC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(F)F)C(=O)C(=O)OC,,,CHEMBL1135212,Bioorg Med Chem Lett,2002,,CHEMBL161693,,CHEMBL161693,,0,http://www.openphacts.org/units/Nanomolar,317187,>,1,1,>,,IC50,nM,,50000.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,50.0
,,475174,[],CHEMBL752813,Inhibition to hepatitis C virus (HCV) NS3/NS4A serine protease,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)N[C@H](C(=O)[C@H](CCC(=O)O)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](CC(F)F)C(=O)C(=O)O)C(c1ccccc1)c1ccccc1,,,CHEMBL1135212,Bioorg Med Chem Lett,2002,"{'bei': '7.85', 'le': '0.15', 'lle': '1.43', 'sei': '2.95'}",CHEMBL434083,,CHEMBL434083,5.28,0,http://www.openphacts.org/units/Nanomolar,317182,=,1,1,=,,IC50,nM,,5300.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,5.3
,,476310,[],CHEMBL752813,Inhibition to hepatitis C virus (HCV) NS3/NS4A serine protease,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@H](C)[C@H](NC(C)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(F)F)C(=O)C(=O)O,,,CHEMBL1135212,Bioorg Med Chem Lett,2002,"{'bei': '11.01', 'le': '0.22', 'lle': '3.94', 'sei': '3.39'}",CHEMBL2371298,,CHEMBL2371298,4.80,0,http://www.openphacts.org/units/Nanomolar,317198,=,1,1,=,,IC50,nM,,16000.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,16.0
,,476311,[],CHEMBL752813,Inhibition to hepatitis C virus (HCV) NS3/NS4A serine protease,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@H](C)[C@H](NC(=O)OCc1ccccc1)C(=O)NCC(=O)N[C@@H](CC(F)F)C(=O)C(=O)O,,,CHEMBL1135212,Bioorg Med Chem Lett,2002,,CHEMBL2371317,,CHEMBL2371317,,0,http://www.openphacts.org/units/Nanomolar,317195,>,1,1,>,,IC50,nM,,100000.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,100.0
,,476312,[],CHEMBL752813,Inhibition to hepatitis C virus (HCV) NS3/NS4A serine protease,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@H](NC(=O)[C@@H](NC(=O)OCc1ccccc1)[C@@H](C)CC)C(=O)N[C@@H](CC(F)F)C(=O)C(=O)O,,,CHEMBL1135212,Bioorg Med Chem Lett,2002,"{'bei': '10.98', 'le': '0.21', 'lle': '3.46', 'sei': '3.63'}",CHEMBL2371297,,CHEMBL2371297,5.48,0,http://www.openphacts.org/units/Nanomolar,317193,=,1,1,=,,IC50,nM,,3280.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,3.28
,,476313,[],CHEMBL752813,Inhibition to hepatitis C virus (HCV) NS3/NS4A serine protease,B,,,BAO_0000190,BAO_0000357,single protein format,CCC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](CC(F)F)C(=O)C(=O)O)C(C)C,,,CHEMBL1135212,Bioorg Med Chem Lett,2002,"{'bei': '9.34', 'le': '0.18', 'lle': '2.54', 'sei': '3.18'}",CHEMBL350593,,CHEMBL350593,4.80,0,http://www.openphacts.org/units/Nanomolar,317208,=,1,1,=,,IC50,nM,,16000.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,16.0
,,478818,[],CHEMBL752813,Inhibition to hepatitis C virus (HCV) NS3/NS4A serine protease,B,,,BAO_0000190,BAO_0000357,single protein format,CCC(C)[C@H](NC(=O)OCc1ccc(C(=O)O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(F)F)C(=O)C(=O)O,,,CHEMBL1135212,Bioorg Med Chem Lett,2002,"{'bei': '11.12', 'le': '0.22', 'lle': '4.01', 'sei': '3.38'}",CHEMBL348944,,CHEMBL348944,6.36,0,http://www.openphacts.org/units/Nanomolar,317196,=,1,1,=,,IC50,nM,,440.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,0.44
,,487231,[],CHEMBL752813,Inhibition to hepatitis C virus (HCV) NS3/NS4A serine protease,B,,,BAO_0000190,BAO_0000357,single protein format,CCC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(F)F)C(=O)C(=O)O,,,CHEMBL1135212,Bioorg Med Chem Lett,2002,"{'bei': '8.95', 'le': '0.17', 'lle': '2.18', 'sei': '3.33'}",CHEMBL162950,,CHEMBL162950,5.03,0,http://www.openphacts.org/units/Nanomolar,317192,=,1,1,=,,IC50,nM,,9400.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,9.4
,,490793,[],CHEMBL752813,Inhibition to hepatitis C virus (HCV) NS3/NS4A serine protease,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@H](C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(F)F)C(=O)c1nnn[nH]1,,,CHEMBL1135212,Bioorg Med Chem Lett,2002,,CHEMBL3348569,,CHEMBL3348569,,0,http://www.openphacts.org/units/Nanomolar,317183,>,1,1,>,,IC50,nM,,50000.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,50.0
,,490794,[],CHEMBL752813,Inhibition to hepatitis C virus (HCV) NS3/NS4A serine protease,B,,,BAO_0000190,BAO_0000357,single protein format,CCC(C)[C@H](NC(=O)OCc1ccc(C(=O)OC)cc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(F)F)C(=O)C(=O)O,,,CHEMBL1135212,Bioorg Med Chem Lett,2002,"{'bei': '9.85', 'le': '0.19', 'lle': '3.33', 'sei': '3.26'}",CHEMBL163433,,CHEMBL163433,5.77,0,http://www.openphacts.org/units/Nanomolar,317197,=,1,1,=,,IC50,nM,,1700.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,1.7
,,490795,[],CHEMBL752813,Inhibition to hepatitis C virus (HCV) NS3/NS4A serine protease,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(C)OC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(F)F)C(=O)N[C@@H](CC(F)F)C(=O)C(=O)O,,,CHEMBL1135212,Bioorg Med Chem Lett,2002,"{'bei': '12.61', 'le': '0.25', 'lle': '5.84', 'sei': '3.47'}",CHEMBL160018,,CHEMBL160018,6.52,0,http://www.openphacts.org/units/Nanomolar,317207,=,1,1,=,,IC50,nM,,300.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,0.3
,,492006,[],CHEMBL752813,Inhibition to hepatitis C virus (HCV) NS3/NS4A serine protease,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)N[C@H](C(=O)[C@H](CCC(=O)O)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](CC(F)F)C(=O)O)C(c1ccccc1)c1ccccc1,,,CHEMBL1135212,Bioorg Med Chem Lett,2002,,CHEMBL349123,,CHEMBL349123,,0,http://www.openphacts.org/units/Nanomolar,317190,>,1,1,>,,IC50,nM,,50000.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,50.0
,,493211,[],CHEMBL752813,Inhibition to hepatitis C virus (HCV) NS3/NS4A serine protease,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@H](C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(F)F)C(=O)C(=O)O,,,CHEMBL1135212,Bioorg Med Chem Lett,2002,"{'bei': '9.90', 'le': '0.19', 'lle': '3.18', 'sei': '3.19'}",CHEMBL2371316,,CHEMBL2371316,4.81,0,http://www.openphacts.org/units/Nanomolar,317194,=,1,1,=,,IC50,nM,,15600.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,15.6
,,493212,[],CHEMBL752813,Inhibition to hepatitis C virus (HCV) NS3/NS4A serine protease,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(F)F)C(=O)C(=O)O,,,CHEMBL1135212,Bioorg Med Chem Lett,2002,"{'bei': '11.68', 'le': '0.23', 'lle': '5.11', 'sei': '3.08'}",CHEMBL164538,,CHEMBL164538,5.79,0,http://www.openphacts.org/units/Nanomolar,317203,=,1,1,=,,IC50,nM,,1630.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,1.63
,,496572,[],CHEMBL752813,Inhibition to hepatitis C virus (HCV) NS3/NS4A serine protease,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@H](C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](CC(F)F)C(=O)C(=O)O,,,CHEMBL1135212,Bioorg Med Chem Lett,2002,"{'bei': '10.31', 'le': '0.20', 'lle': '2.27', 'sei': '3.88'}",CHEMBL351439,,CHEMBL351439,5.85,0,http://www.openphacts.org/units/Nanomolar,317189,=,1,1,=,,IC50,nM,,1400.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,1.4
,,497661,[],CHEMBL752813,Inhibition to hepatitis C virus (HCV) NS3/NS4A serine protease,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@H](C)[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(F)F)C(=O)C(=O)O,,,CHEMBL1135212,Bioorg Med Chem Lett,2002,"{'bei': '12.16', 'le': '0.24', 'lle': '3.75', 'sei': '3.98'}",CHEMBL2371300,,CHEMBL2371300,6.00,0,http://www.openphacts.org/units/Nanomolar,317199,=,1,1,=,,IC50,nM,,1000.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,1.0
,,497662,[],CHEMBL752813,Inhibition to hepatitis C virus (HCV) NS3/NS4A serine protease,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(F)F)C(=O)C(=O)O,,,CHEMBL1135212,Bioorg Med Chem Lett,2002,"{'bei': '11.19', 'le': '0.22', 'lle': '3.83', 'sei': '3.35'}",CHEMBL352900,,CHEMBL352900,5.05,0,http://www.openphacts.org/units/Nanomolar,317202,=,1,1,=,,IC50,nM,,8900.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,8.9
,,498840,[],CHEMBL752813,Inhibition to hepatitis C virus (HCV) NS3/NS4A serine protease,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@H](C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(F)F)C(=O)C(=O)O,,,CHEMBL1135212,Bioorg Med Chem Lett,2002,"{'bei': '10.94', 'le': '0.21', 'lle': '3.12', 'sei': '3.82'}",CHEMBL444346,,CHEMBL444346,5.77,0,http://www.openphacts.org/units/Nanomolar,317188,=,1,1,=,,IC50,nM,,1700.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,1.7
,,498841,[],CHEMBL752813,Inhibition to hepatitis C virus (HCV) NS3/NS4A serine protease,B,,,BAO_0000190,BAO_0000357,single protein format,CCC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(F)F)C(O)C(=O)O,,,CHEMBL1135212,Bioorg Med Chem Lett,2002,,CHEMBL161803,,CHEMBL161803,,0,http://www.openphacts.org/units/Nanomolar,317186,>,1,1,>,,IC50,nM,,50000.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,50.0
,,502598,[],CHEMBL752813,Inhibition to hepatitis C virus (HCV) NS3/NS4A serine protease,B,,,BAO_0000190,BAO_0000357,single protein format,CCC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(=O)O)CC(F)F,,,CHEMBL1135212,Bioorg Med Chem Lett,2002,,CHEMBL161665,,CHEMBL161665,,0,http://www.openphacts.org/units/Nanomolar,317185,>,1,1,>,,IC50,nM,,50000.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,50.0
,,502599,[],CHEMBL752813,Inhibition to hepatitis C virus (HCV) NS3/NS4A serine protease,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)C)C(=O)N[C@@H](CC(F)F)C(=O)C(=O)O,,,CHEMBL1135212,Bioorg Med Chem Lett,2002,"{'bei': '13.22', 'le': '0.26', 'lle': '4.48', 'sei': '4.20'}",CHEMBL352277,,CHEMBL352277,6.34,0,http://www.openphacts.org/units/Nanomolar,317205,=,1,1,=,,IC50,nM,,460.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,0.46
,,506275,[],CHEMBL752813,Inhibition to hepatitis C virus (HCV) NS3/NS4A serine protease,B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)N[C@H](C(=O)[C@H](CCC(=O)O)N[C@@H](CC1CCCCC1)C(=O)N[C@H](C=O)CC(F)F)C(c1ccccc1)c1ccccc1,,,CHEMBL1135212,Bioorg Med Chem Lett,2002,,CHEMBL163864,,CHEMBL163864,,0,http://www.openphacts.org/units/Nanomolar,317191,>,1,1,>,,IC50,nM,,50000.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,50.0
,,506276,[],CHEMBL752813,Inhibition to hepatitis C virus (HCV) NS3/NS4A serine protease,B,,,BAO_0000190,BAO_0000357,single protein format,CCC(C)[C@H](NC(=O)NCc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(F)F)C(=O)C(=O)O,,,CHEMBL1135212,Bioorg Med Chem Lett,2002,"{'bei': '10.41', 'le': '0.20', 'lle': '3.25', 'sei': '3.57'}",CHEMBL162162,,CHEMBL162162,5.48,0,http://www.openphacts.org/units/Nanomolar,317200,=,1,1,=,,IC50,nM,,3300.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,3.3
,,506277,[],CHEMBL752813,Inhibition to hepatitis C virus (HCV) NS3/NS4A serine protease,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H](NC(=O)[C@H](CCC(N)=O)NC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(F)F)C(=O)C(=O)O,,,CHEMBL1135212,Bioorg Med Chem Lett,2002,"{'bei': '11.17', 'le': '0.22', 'lle': '5.21', 'sei': '2.93'}",CHEMBL435648,,CHEMBL435648,5.68,0,http://www.openphacts.org/units/Nanomolar,317204,=,1,1,=,,IC50,nM,,2100.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,2.1
,,508757,[],CHEMBL752813,Inhibition to hepatitis C virus (HCV) NS3/NS4A serine protease,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(F)F)C(=O)C(=O)O,,,CHEMBL1135212,Bioorg Med Chem Lett,2002,"{'bei': '12.72', 'le': '0.25', 'lle': '5.41', 'sei': '3.44'}",CHEMBL163917,,CHEMBL163917,6.48,0,http://www.openphacts.org/units/Nanomolar,317206,=,1,1,=,,IC50,nM,,330.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,0.33
,,508758,[],CHEMBL752813,Inhibition to hepatitis C virus (HCV) NS3/NS4A serine protease,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C1CCCC1)C(=O)N[C@@H](CC(F)F)C(=O)C(=O)O,,,CHEMBL1135212,Bioorg Med Chem Lett,2002,"{'bei': '12.70', 'le': '0.25', 'lle': '4.03', 'sei': '4.25'}",CHEMBL320324,,CHEMBL320324,6.42,0,http://www.openphacts.org/units/Nanomolar,317201,=,1,1,=,,IC50,nM,,380.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,0.38
,,510027,[],CHEMBL752813,Inhibition to hepatitis C virus (HCV) NS3/NS4A serine protease,B,,,BAO_0000190,BAO_0000357,single protein format,CC[C@H](C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)CC(F)F,,,CHEMBL1135212,Bioorg Med Chem Lett,2002,,CHEMBL2371293,,CHEMBL2371293,,0,http://www.openphacts.org/units/Nanomolar,317184,>,1,1,>,,IC50,nM,,50000.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,50.0
,,791218,[],CHEMBL692690,In vitro inhibition of Hepatitis C polymerase.,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(C(=O)N(C)c2cc(-c3ccccc3)sc2C(=O)O)c(C)c1,,,CHEMBL1137940,Bioorg Med Chem Lett,2004,"{'bei': '16.02', 'le': '0.31', 'lle': '0.84', 'sei': '10.16'}",CHEMBL167707,,CHEMBL167707,5.85,0,http://www.openphacts.org/units/Nanomolar,327701,=,1,1,=,,IC50,nM,,1400.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,1.4
,,791221,[],CHEMBL692690,In vitro inhibition of Hepatitis C polymerase.,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)N(C(=O)C1CCCCC1)c1cc(-c2ccccc2)sc1C(=O)O,,,CHEMBL1137940,Bioorg Med Chem Lett,2004,"{'bei': '13.58', 'le': '0.27', 'lle': '-0.39', 'sei': '8.76'}",CHEMBL353754,,CHEMBL353754,5.05,0,http://www.openphacts.org/units/Nanomolar,327706,=,1,1,=,,IC50,nM,,9000.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,9.0
,,792525,[],CHEMBL772932,Inhibition of Hepatitis C virus NS3 protease in vitro.,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)c1cc(F)c(CCNC(=O)[C@H](CC(F)F)NC(=O)[C@@H]2C[C@@H](c3ccccc3)CN2C(=O)[C@H](O)c2ccccc2)c(F)c1,,,CHEMBL1147550,Bioorg Med Chem Lett,2004,,CHEMBL430270,,CHEMBL430270,,0,http://www.openphacts.org/units/Nanomolar,119336,>,1,1,>,,IC50,nM,,100000.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,100.0
,,794717,[],CHEMBL772932,Inhibition of Hepatitis C virus NS3 protease in vitro.,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(C)[C@H](O)C(=O)N1C[C@H](c2ccccc2)C[C@H]1C(=O)N[C@@H](CC(F)F)C(=O)NCCc1c(F)cc(C(=O)O)cc1F,,,CHEMBL1147550,Bioorg Med Chem Lett,2004,"{'bei': '7.78', 'le': '0.15', 'lle': '1.49', 'sei': '3.49'}",CHEMBL68314,,CHEMBL68314,4.75,0,http://www.openphacts.org/units/Nanomolar,119341,=,1,1,=,,IC50,nM,,18000.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,18.0
,,794718,[],CHEMBL772932,Inhibition of Hepatitis C virus NS3 protease in vitro.,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)COC(=O)N[C@H](C(=O)N1C[C@H](c2ccccc2)C[C@H]1C(=O)N[C@@H](CC(F)F)C(=O)NCCc1c(F)cc(C(=O)O)cc1F)C(C)C,,,CHEMBL1147550,Bioorg Med Chem Lett,2004,"{'bei': '8.70', 'le': '0.17', 'lle': '1.80', 'sei': '3.92'}",CHEMBL68034,,CHEMBL68034,6.05,0,http://www.openphacts.org/units/Nanomolar,119344,=,1,1,=,,IC50,nM,,900.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,0.9
,,795825,[],CHEMBL772932,Inhibition of Hepatitis C virus NS3 protease in vitro.,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)[C@H](O)C(=O)N1C[C@H](c2ccccc2)C[C@H]1C(=O)N[C@@H](CC(F)F)C(=O)NCCc1c(F)cc(C(=O)O)cc1F,,,CHEMBL1147550,Bioorg Med Chem Lett,2004,"{'bei': '7.97', 'le': '0.15', 'lle': '1.88', 'sei': '3.49'}",CHEMBL302364,,CHEMBL302364,4.75,0,http://www.openphacts.org/units/Nanomolar,119356,=,1,1,=,,IC50,nM,,18000.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,18.0
,,795826,[],CHEMBL772932,Inhibition of Hepatitis C virus NS3 protease in vitro.,B,,,BAO_0000190,BAO_0000357,single protein format,CCC(CC)C(O)C(=O)N1C[C@H](c2ccccc2)C[C@H]1C(=O)N[C@@H](CC(F)F)C(=O)NCCc1c(F)cc(C(=O)O)cc1F,,,CHEMBL1147550,Bioorg Med Chem Lett,2004,"{'bei': '6.90', 'le': '0.13', 'lle': '0.66', 'sei': '3.16'}",CHEMBL303619,,CHEMBL303619,4.30,0,http://www.openphacts.org/units/Nanomolar,119354,=,1,1,=,,IC50,nM,,50000.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,50.0
,,795831,[],CHEMBL692690,In vitro inhibition of Hepatitis C polymerase.,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccc(S(=O)(=O)N(C)c2cc(-c3ccccc3)sc2C(=O)O)c(C)c1,,,CHEMBL1137940,Bioorg Med Chem Lett,2004,"{'bei': '13.20', 'le': '0.27', 'lle': '0.74', 'sei': '7.10'}",CHEMBL167521,,CHEMBL167521,5.30,0,http://www.openphacts.org/units/Nanomolar,327695,=,1,1,=,,IC50,nM,,5000.0,CHEMBL4620,Hepatitis C virus genotype 1a (isolate 1) (HCV),Hepatitis C virus polyprotein,11104,,,IC50,uM,UO_0000065,,5.0
